TRIP_ID,CALL_TYPE,ORIGIN_CALL,ORIGIN_STAND,TAXI_ID,TIMESTAMP,DAY_TYPE,POLYLINE,Destination Latitude,Destination Longitude,Place ID,Place Name,Number of Places Passed By
1.37e+18,A,42935.0,,20000560,1372662052,A,"[[-8.596431, 41.142807], [-8.59644, 41.142834], [-8.596737, 41.143833], [-8.597079, 41.145048], [-8.596269, 41.145678], [-8.596269, 41.145678], [-8.595666, 41.146155], [-8.596935, 41.147262], [-8.598015, 41.148144], [-8.598051, 41.148216], [-8.598033, 41.14854], [-8.596278, 41.149719], [-8.594514, 41.150619], [-8.594397, 41.150691], [-8.594361, 41.1507], [-8.593974, 41.150871], [-8.592399, 41.151672], [-8.591256, 41.153265], [-8.591049, 41.155074], [-8.589951, 41.155542], [-8.586657, 41.155533], [-8.584497, 41.155884], [-8.582526, 41.156019], [-8.580447, 41.156163], [-8.579304, 41.156226], [-8.578638, 41.156244], [-8.578593, 41.156856], [-8.578575, 41.157576], [-8.578593, 41.158206], [-8.57853, 41.159025], [-8.578206, 41.159466], [-8.577405, 41.159745], [-8.576604, 41.160006], [-8.576334, 41.160105], [-8.576307, 41.160105], [-8.57619, 41.16015], [-8.574795, 41.160411], [-8.573085, 41.161257], [-8.5716, 41.161761], [-8.57025, 41.160546], [-8.57025, 41.159916], [-8.570151, 41.158971], [-8.569962, 41.158899], [-8.569836, 41.158845]]",41.158845,-8.569836,55,São Roque,44
1.37e+18,B,,3.0,20000377,1372664246,A,"[[-8.665632, 41.170653], [-8.66565, 41.170698], [-8.666469, 41.170176], [-8.667621, 41.169717], [-8.669061, 41.169996], [-8.669979, 41.170941], [-8.670636, 41.170905], [-8.670708, 41.17086], [-8.670717, 41.17086], [-8.671077, 41.170788], [-8.672625, 41.171724], [-8.673579, 41.172399], [-8.674002, 41.172741], [-8.674722, 41.172615], [-8.677881, 41.171733], [-8.680104, 41.172012], [-8.680653, 41.173821], [-8.680968, 41.176386], [-8.680959, 41.176881], [-8.680914, 41.176881], [-8.680914, 41.176863], [-8.681058, 41.177925], [-8.681121, 41.179077], [-8.681652, 41.179734], [-8.681634, 41.17977], [-8.681661, 41.179851]]",41.179851,-8.681661,22,Castelo do Queijo,26
1.37e+18,B,,16.0,20000626,1372664607,A,"[[-8.62776, 41.175423], [-8.627427, 41.175432], [-8.625582, 41.175882], [-8.624781, 41.175135], [-8.623764, 41.174901], [-8.622837, 41.175018], [-8.624097, 41.173857], [-8.624403, 41.173452], [-8.625312, 41.173236], [-8.626572, 41.173056], [-8.629011, 41.172669], [-8.631144, 41.17221], [-8.632908, 41.171796], [-8.635401, 41.171301], [-8.638848, 41.169672]]",41.169672,-8.638848,29,Francos,15
1.37e+18,A,49541.0,,20000294,1372662016,A,"[[-8.622612, 41.155794], [-8.621208, 41.155794], [-8.62083, 41.156586], [-8.621622, 41.157423], [-8.623287, 41.158665], [-8.623782, 41.159151], [-8.622729, 41.159925], [-8.622099, 41.160375], [-8.621181, 41.160483], [-8.621019, 41.161482], [-8.620893, 41.162337], [-8.620902, 41.162337], [-8.620749, 41.163282], [-8.620596, 41.164578], [-8.620362, 41.165973], [-8.620128, 41.167188], [-8.620182, 41.167341], [-8.619948, 41.167557], [-8.619759, 41.168664], [-8.61858, 41.169447], [-8.617302, 41.170194], [-8.615745, 41.170734], [-8.61399, 41.171499], [-8.613036, 41.171841], [-8.613009, 41.171841], [-8.612973, 41.171823], [-8.612955, 41.171805], [-8.612955, 41.171805], [-8.612649, 41.17194], [-8.612874, 41.173038], [-8.613144, 41.174505], [-8.614062, 41.176161], [-8.612451, 41.176557], [-8.631549, 41.154201], [-8.630046, 41.155389], [-8.628822, 41.15511], [-8.610615, 41.176953], [-8.608806, 41.177286], [-8.607951, 41.176926], [-8.606502, 41.178267], [-8.605188, 41.177583], [-8.603856, 41.176467], [-8.602137, 41.176836], [-8.600634, 41.175891], [-8.600193, 41.175864], [-8.599797, 41.176809], [-8.599536, 41.177349], [-8.599347, 41.177745], [-8.599311, 41.178546], [-8.59986, 41.17869], [-8.600895, 41.179023], [-8.601111, 41.179104], [-8.60121, 41.179131], [-8.601219, 41.179131], [-8.60238, 41.179464], [-8.602731, 41.179581]]",41.179581,-8.602731,49,Pólo Universitário,56
1.37e+18,A,9894.0,,20000073,1372663730,A,"[[-8.6121, 41.167755], [-8.612154, 41.167746], [-8.612388, 41.168592], [-8.612937, 41.169987], [-8.61282, 41.171211], [-8.612865, 41.172705], [-8.613297, 41.174298], [-8.614395, 41.174658], [-8.617113, 41.174118], [-8.619309, 41.17383], [-8.621829, 41.17356], [-8.624925, 41.173254], [-8.628282, 41.172858], [-8.631603, 41.172174], [-8.634807, 41.171499], [-8.637318, 41.170662], [-8.639559, 41.169168], [-8.642484, 41.167062], [-8.645175, 41.165559], [-8.647722, 41.164461], [-8.649441, 41.164911], [-8.650089, 41.165325], [-8.650053, 41.166], [-8.650521, 41.166441], [-8.650917, 41.166531], [-8.6517, 41.166675], [-8.652474, 41.166783], [-8.652582, 41.166819], [-8.6526, 41.166828], [-8.6526, 41.166819], [-8.652609, 41.166819], [-8.652609, 41.16681]]",41.16681,-8.652609,35,Lago,32
1.37e+18,B,,51.0,20000692,1372663377,A,"[[-8.621046, 41.16105], [-8.621028, 41.161023], [-8.621019, 41.160915], [-8.621469, 41.160456], [-8.621235, 41.160096], [-8.621001, 41.159871], [-8.620992, 41.159898], [-8.620965, 41.159853], [-8.620362, 41.159277], [-8.619831, 41.158359], [-8.619462, 41.157108], [-8.619327, 41.156496], [-8.619246, 41.155749], [-8.619138, 41.155578], [-8.618121, 41.155083], [-8.616195, 41.154687], [-8.614575, 41.154399], [-8.613369, 41.15412], [-8.613, 41.153643], [-8.611929, 41.153418], [-8.611461, 41.152689], [-8.610507, 41.152086], [-8.610552, 41.152086], [-8.610507, 41.152059], [-8.610462, 41.151186], [-8.610849, 41.150556], [-8.611101, 41.149971], [-8.611146, 41.148846], [-8.611263, 41.147559], [-8.611533, 41.146479], [-8.611002, 41.14602], [-8.610849, 41.145534], [-8.610903, 41.145345], [-8.610912, 41.145345], [-8.610894, 41.145345], [-8.610921, 41.145264], [-8.610561, 41.143923], [-8.609481, 41.14323], [-8.608032, 41.142906], [-8.605701, 41.142573], [-8.605062, 41.144094], [-8.606025, 41.144454], [-8.606115, 41.144481], [-8.606115, 41.144481]]",41.144481,-8.606115,9,Batalha,44
1.37e+18,B,,58.0,20000492,1372652789,A,"[[-8.604774, 41.161185], [-8.604945, 41.160735], [-8.605008, 41.16069], [-8.605044, 41.160663], [-8.604945, 41.160528], [-8.604639, 41.160375], [-8.604603, 41.160357], [-8.603019, 41.159961], [-8.600454, 41.159259], [-8.598654, 41.158548], [-8.598222, 41.1579], [-8.597025, 41.156964], [-8.595666, 41.155875], [-8.595252, 41.155542], [-8.595252, 41.155542], [-8.594325, 41.155488], [-8.591202, 41.155578], [-8.588376, 41.155578], [-8.585118, 41.155596], [-8.584713, 41.156037], [-8.584443, 41.155938], [-8.581896, 41.1561], [-8.57916, 41.156271], [-8.578566, 41.156649], [-8.578638, 41.157846], [-8.578314, 41.15862], [-8.576685, 41.158791], [-8.576163, 41.159367], [-8.575506, 41.159106], [-8.575299, 41.158638], [-8.575317, 41.158647], [-8.575317, 41.158656], [-8.575326, 41.158656], [-8.575335, 41.158638], [-8.575335, 41.158647]]",41.158647,-8.575335,26,Corujeira,35
1.37e+18,B,,33.0,20000030,1372660572,A,"[[-8.600094, 41.182731], [-8.600283, 41.182776], [-8.599167, 41.182551], [-8.598078, 41.182272], [-8.597475, 41.182101], [-8.597493, 41.182119], [-8.597493, 41.18211], [-8.597493, 41.18211], [-8.597484, 41.182101], [-8.597124, 41.182074], [-8.594793, 41.181489], [-8.592111, 41.180364], [-8.592678, 41.179518], [-8.592957, 41.182011], [-8.593965, 41.185215], [-8.594685, 41.188878], [-8.592318, 41.192055], [-8.589861, 41.195376], [-8.587467, 41.198634], [-8.586333, 41.198652], [-8.589969, 41.19822], [-8.593389, 41.196852], [-8.598024, 41.198013], [-8.603091, 41.199282], [-8.608383, 41.200623], [-8.613855, 41.201424], [-8.618904, 41.203161], [-8.623647, 41.205249], [-8.628291, 41.20704], [-8.633502, 41.206986], [-8.638686, 41.205537], [-8.643645, 41.20416], [-8.648487, 41.203188], [-8.651601, 41.205366], [-8.651664, 41.209344], [-8.653437, 41.213457], [-8.65638, 41.21721], [-8.659755, 41.220756], [-8.662527, 41.223672], [-8.665074, 41.226354], [-8.6679, 41.228721], [-8.667135, 41.231961], [-8.667018, 41.234562], [-8.667882, 41.236794], [-8.669196, 41.238792], [-8.670438, 41.238261]]",41.238261,-8.670438,31,H. Magalhães Lemos,46
1.37e+18,C,,,20000579,1372664712,A,"[[-8.577099, 41.163714], [-8.577099, 41.163723], [-8.577117, 41.163732], [-8.577117, 41.163732], [-8.577072, 41.163732], [-8.577054, 41.163723], [-8.577036, 41.163705], [-8.577045, 41.163705], [-8.577054, 41.163705], [-8.577297, 41.163057], [-8.577765, 41.161743], [-8.578053, 41.16078], [-8.579331, 41.159763], [-8.580474, 41.159358], [-8.581851, 41.159241], [-8.582292, 41.158737], [-8.582706, 41.158737], [-8.5842, 41.158368], [-8.58627, 41.15763], [-8.588673, 41.157252], [-8.589501, 41.157117], [-8.58987, 41.157027], [-8.590077, 41.156946], [-8.590644, 41.15673], [-8.590644, 41.156748], [-8.590743, 41.156712], [-8.591328, 41.156226], [-8.591436, 41.155515], [-8.59113, 41.154426], [-8.59113, 41.153697], [-8.591544, 41.153004], [-8.592012, 41.1525], [-8.592012, 41.152491], [-8.592273, 41.151951], [-8.592615, 41.151402], [-8.592588, 41.151411], [-8.592543, 41.151402], [-8.593308, 41.151078], [-8.59437, 41.150754], [-8.595603, 41.150061], [-8.596944, 41.149251], [-8.597133, 41.149098], [-8.597475, 41.148909], [-8.597493, 41.148864], [-8.597484, 41.148873], [-8.597583, 41.148819], [-8.598501, 41.14836], [-8.600013, 41.14863], [-8.600733, 41.148531], [-8.601138, 41.147901], [-8.601444, 41.147505], [-8.601534, 41.14746], [-8.601534, 41.147415], [-8.601579, 41.14746], [-8.60157, 41.14746], [-8.601606, 41.147478], [-8.601849, 41.147253], [-8.602839, 41.146722], [-8.603433, 41.146623], [-8.60346, 41.146596], [-8.603478, 41.146587], [-8.604333, 41.146335], [-8.605179, 41.145867], [-8.604468, 41.1453], [-8.604504, 41.14485], [-8.605125, 41.144094], [-8.605827, 41.144337], [-8.605872, 41.144346], [-8.60589, 41.14431], [-8.60589, 41.144346], [-8.605881, 41.144373]]",41.144373,-8.605881,9,Batalha,71
1.37e+18,A,2002.0,,20000451,1372662193,A,"[[-8.624421, 41.179509], [-8.624439, 41.179509], [-8.624457, 41.179509], [-8.624457, 41.179509], [-8.62398, 41.17959], [-8.6238, 41.178735], [-8.624709, 41.177511], [-8.625744, 41.176422], [-8.627319, 41.176008], [-8.627661, 41.175945], [-8.628408, 41.176935], [-8.62911, 41.178429], [-8.629254, 41.178789], [-8.629551, 41.179392], [-8.630793, 41.179491], [-8.633484, 41.179842], [-8.636589, 41.181552], [-8.639793, 41.183325], [-8.642862, 41.184342], [-8.645913, 41.182956], [-8.648118, 41.18175], [-8.649657, 41.18085], [-8.651052, 41.180049], [-8.652006, 41.1795], [-8.651997, 41.179482], [-8.651988, 41.179473], [-8.652195, 41.179356], [-8.653878, 41.178618], [-8.654976, 41.178312], [-8.655867, 41.178663], [-8.65836, 41.180454], [-8.660835, 41.182461], [-8.663184, 41.184369], [-8.665641, 41.186421], [-8.667135, 41.189004], [-8.666361, 41.191569], [-8.665344, 41.19489], [-8.661969, 41.197653], [-8.658144, 41.200398], [-8.653536, 41.202099], [-8.650071, 41.201595], [-8.651043, 41.204052], [-8.651511, 41.207589], [-8.652438, 41.211216], [-8.654004, 41.214519], [-8.656875, 41.217714], [-8.659863, 41.220864], [-8.662716, 41.22387], [-8.665452, 41.226714], [-8.668053, 41.22909], [-8.667189, 41.231826], [-8.666739, 41.234094], [-8.667801, 41.236353], [-8.668503, 41.238441], [-8.67051, 41.238747], [-8.670186, 41.237136], [-8.670177, 41.237127], [-8.670195, 41.237118], [-8.670204, 41.237127]]",41.237127,-8.670204,31,H. Magalhães Lemos,59
1.37e+18,B,,,20000391,1372663170,A,"[[-8.630712, 41.154966], [-8.630775, 41.154867], [-8.630685, 41.153823], [-8.629686, 41.153544], [-8.628696, 41.153859], [-8.628102, 41.154552], [-8.626995, 41.154588], [-8.626977, 41.15457], [-8.626734, 41.154678], [-8.62623, 41.155173], [-8.625087, 41.155587], [-8.623413, 41.155704], [-8.623197, 41.155776], [-8.62227, 41.155875], [-8.621415, 41.155947], [-8.620362, 41.155479], [-8.618544, 41.155155], [-8.616537, 41.154777], [-8.614404, 41.15439], [-8.613432, 41.154165], [-8.613378, 41.154048], [-8.61327, 41.153778], [-8.611956, 41.153634], [-8.610426, 41.15358], [-8.608338, 41.153526], [-8.607573, 41.153472], [-8.606061, 41.152797], [-8.606466, 41.152428], [-8.607051, 41.15169], [-8.606934, 41.150952], [-8.60526, 41.150952], [-8.60346, 41.150943], [-8.602452, 41.150961], [-8.600769, 41.151024], [-8.600085, 41.150412], [-8.600256, 41.149395], [-8.598843, 41.148999], [-8.598564, 41.148513], [-8.598573, 41.148513], [-8.598564, 41.148504], [-8.598555, 41.148468], [-8.597637, 41.148792], [-8.596494, 41.149548], [-8.595261, 41.150232], [-8.594919, 41.150385], [-8.594559, 41.150583], [-8.594442, 41.150619], [-8.594145, 41.150745], [-8.592228, 41.150421], [-8.589501, 41.149692], [-8.587422, 41.149143], [-8.585955, 41.148801], [-8.585775, 41.148774], [-8.585667, 41.148909], [-8.585775, 41.148972], [-8.585793, 41.148972], [-8.585802, 41.148972], [-8.585793, 41.148972]]",41.148972,-8.585793,15,Campanhã,58
1.37e+18,B,,36.0,20000398,1372661908,A,"[[-8.64981, 41.154309], [-8.649909, 41.154336], [-8.649999, 41.154309], [-8.650017, 41.154282], [-8.650251, 41.154183], [-8.650476, 41.15385], [-8.651772, 41.152518], [-8.654193, 41.152239], [-8.656317, 41.1516], [-8.658324, 41.150799], [-8.660412, 41.150529], [-8.661726, 41.150439], [-8.661816, 41.150439], [-8.661825, 41.15043], [-8.663049, 41.150466], [-8.665434, 41.150862], [-8.667963, 41.15169], [-8.670015, 41.152824], [-8.671536, 41.154039], [-8.672148, 41.155155], [-8.673273, 41.155155], [-8.67402, 41.154399], [-8.6742, 41.154309], [-8.675154, 41.153751], [-8.676468, 41.152986], [-8.677917, 41.152491], [-8.679204, 41.153958], [-8.681004, 41.156091], [-8.681751, 41.157009], [-8.682084, 41.157369], [-8.683362, 41.158908], [-8.684523, 41.160735], [-8.68581, 41.162976], [-8.686557, 41.164344], [-8.686611, 41.16447], [-8.687673, 41.166306], [-8.688204, 41.167431], [-8.688042, 41.168511], [-8.68698, 41.170491], [-8.687583, 41.171625], [-8.68833, 41.172957], [-8.686314, 41.173416], [-8.684892, 41.173389], [-8.684694, 41.173137], [-8.684667, 41.173182], [-8.684676, 41.173191], [-8.684685, 41.1732], [-8.684667, 41.173191], [-8.684667, 41.173182]]",41.173182,-8.684667,22,Castelo do Queijo,49
1.37e+18,B,,21.0,20000470,1372663921,A,"[[-8.628912, 41.161005], [-8.628894, 41.16096], [-8.628201, 41.161203], [-8.62767, 41.162589], [-8.627445, 41.163318], [-8.627454, 41.163318], [-8.626995, 41.163498], [-8.625906, 41.163435], [-8.62578, 41.163426], [-8.62578, 41.163426], [-8.625492, 41.163399], [-8.623764, 41.163237], [-8.621856, 41.162805], [-8.62128, 41.162751], [-8.621298, 41.162733], [-8.621262, 41.162733], [-8.61984, 41.162652], [-8.617716, 41.162472], [-8.615385, 41.162211], [-8.614476, 41.162004], [-8.614458, 41.162103], [-8.61336, 41.161869], [-8.611866, 41.161734], [-8.610471, 41.161455], [-8.610066, 41.161446], [-8.609454, 41.161374], [-8.608545, 41.161212], [-8.607456, 41.161068], [-8.607168, 41.161635], [-8.607015, 41.161887], [-8.606988, 41.161923], [-8.606979, 41.161914], [-8.606916, 41.162031], [-8.606709, 41.162976], [-8.606349, 41.163813], [-8.606295, 41.16447], [-8.606322, 41.164704], [-8.606376, 41.165748], [-8.606448, 41.167404], [-8.606277, 41.169204], [-8.604972, 41.17086], [-8.604567, 41.172633], [-8.60715, 41.172903], [-8.608437, 41.173695], [-8.610039, 41.174271], [-8.612487, 41.174568], [-8.615322, 41.174307], [-8.617635, 41.174001], [-8.619174, 41.173866], [-8.621505, 41.173857], [-8.622324, 41.175846], [-8.622171, 41.178591], [-8.62209, 41.181084], [-8.621235, 41.180967], [-8.624043, 41.180175], [-8.626653, 41.179878], [-8.626905, 41.17986], [-8.62812, 41.179725], [-8.62938, 41.179563], [-8.629389, 41.179563], [-8.62938, 41.179563], [-8.629371, 41.17959], [-8.62938, 41.179581], [-8.62938, 41.179581], [-8.62938, 41.179572], [-8.629398, 41.179032], [-8.628966, 41.178105], [-8.627931, 41.178447], [-8.626617, 41.178861], [-8.625186, 41.179329], [-8.62398, 41.179581], [-8.623692, 41.178915], [-8.623728, 41.178798], [-8.623854, 41.178753], [-8.623854, 41.178726], [-8.623854, 41.178726], [-8.623854, 41.178753]]",41.178753,-8.623854,16,Campismo,77
1.37e+18,A,6086.0,,20000249,1372658976,A,"[[-8.671041, 41.168394], [-8.67105, 41.168421], [-8.671113, 41.168628], [-8.671068, 41.168619], [-8.670987, 41.168529], [-8.671428, 41.167449], [-8.671923, 41.166702], [-8.671158, 41.1678], [-8.671365, 41.169393], [-8.671077, 41.170446], [-8.670312, 41.169951], [-8.669061, 41.169114], [-8.668215, 41.168556], [-8.666883, 41.167332], [-8.665803, 41.166441], [-8.664444, 41.166243], [-8.66268, 41.166594], [-8.661114, 41.166558], [-8.660583, 41.166414], [-8.660367, 41.166468], [-8.658774, 41.165739], [-8.657478, 41.166045], [-8.655525, 41.167233], [-8.652555, 41.166747], [-8.649108, 41.166198], [-8.645256, 41.165541], [-8.643078, 41.165154], [-8.641008, 41.164785], [-8.638722, 41.164542], [-8.636688, 41.164344], [-8.636715, 41.164353], [-8.636364, 41.164254], [-8.634033, 41.163507], [-8.632566, 41.162085], [-8.631054, 41.162715], [-8.628777, 41.163588], [-8.625888, 41.163399], [-8.624934, 41.163345], [-8.624952, 41.163354], [-8.62425, 41.163282], [-8.622153, 41.162868], [-8.619246, 41.162598], [-8.616546, 41.162346], [-8.613459, 41.161959], [-8.611686, 41.161725], [-8.610606, 41.16159], [-8.60967, 41.161275], [-8.609895, 41.160078], [-8.609958, 41.1579], [-8.609922, 41.157423], [-8.609895, 41.157387], [-8.609931, 41.156325], [-8.609976, 41.154489], [-8.609913, 41.152473], [-8.610399, 41.151456], [-8.610993, 41.149998], [-8.61093, 41.148306], [-8.611389, 41.146443], [-8.610948, 41.146056], [-8.610876, 41.145435], [-8.61084, 41.145327], [-8.610804, 41.145354], [-8.610813, 41.145021], [-8.610435, 41.143527], [-8.610174, 41.143257], [-8.608545, 41.143122], [-8.608491, 41.143122], [-8.606754, 41.142321], [-8.605035, 41.143752], [-8.605584, 41.144238], [-8.605989, 41.144427], [-8.606025, 41.144445], [-8.606025, 41.144445], [-8.606016, 41.144436], [-8.606025, 41.144418], [-8.606025, 41.144427], [-8.606052, 41.144427], [-8.606304, 41.144445]]",41.144445,-8.606304,9,Batalha,78
1.37e+18,B,,26.0,20000632,1372657730,A,"[[-8.580033, 41.159439], [-8.58042, 41.159367], [-8.581815, 41.15925], [-8.582778, 41.158908], [-8.582463, 41.160105], [-8.582013, 41.162022], [-8.582787, 41.163354], [-8.581437, 41.163273], [-8.581617, 41.164551], [-8.583093, 41.166153], [-8.586207, 41.166864], [-8.589348, 41.168457], [-8.592246, 41.170302], [-8.595459, 41.171967], [-8.599284, 41.171373], [-8.60355, 41.171544], [-8.607393, 41.172948], [-8.610966, 41.174442], [-8.615079, 41.174334], [-8.619318, 41.173803], [-8.623341, 41.173389], [-8.627256, 41.172993], [-8.631279, 41.172228], [-8.635239, 41.171409], [-8.638803, 41.169798], [-8.641773, 41.167593], [-8.644986, 41.165631], [-8.647875, 41.164407], [-8.649234, 41.164245], [-8.649792, 41.162517], [-8.650107, 41.161554], [-8.650107, 41.161599], [-8.650107, 41.161608], [-8.650773, 41.161635], [-8.652942, 41.161986], [-8.654814, 41.16231]]",41.16231,-8.654814,37,Marechal,36
1.37e+18,A,19270.0,,20000481,1372648756,A,"[[-8.596935, 41.182353], [-8.596917, 41.183586], [-8.596872, 41.18544], [-8.596674, 41.187546], [-8.596485, 41.188158], [-8.596908, 41.188716], [-8.596737, 41.189238], [-8.59671, 41.189904], [-8.596683, 41.189994], [-8.596665, 41.190003], [-8.596665, 41.190012], [-8.596665, 41.190012], [-8.596692, 41.190012], [-8.596692, 41.190012], [-8.596701, 41.190003], [-8.59671, 41.189994], [-8.596719, 41.189994], [-8.596719, 41.190003], [-8.596773, 41.189994], [-8.596782, 41.189148], [-8.596908, 41.188446], [-8.596782, 41.187213], [-8.596944, 41.185503], [-8.597943, 41.184918], [-8.598897, 41.183883], [-8.599446, 41.182929], [-8.601732, 41.183541], [-8.603199, 41.183838], [-8.60319, 41.183829], [-8.60319, 41.183838], [-8.603181, 41.18382], [-8.60229, 41.183514], [-8.599176, 41.182695], [-8.596674, 41.18202], [-8.593497, 41.180949], [-8.591688, 41.179662], [-8.592867, 41.180553], [-8.593488, 41.183919], [-8.594685, 41.187807], [-8.592786, 41.191416], [-8.590509, 41.194791], [-8.587764, 41.198175], [-8.586072, 41.19894], [-8.589213, 41.198274], [-8.592498, 41.196978], [-8.597097, 41.197734], [-8.602308, 41.199201], [-8.607816, 41.200542], [-8.613594, 41.201415], [-8.618868, 41.203188], [-8.623647, 41.205276], [-8.628435, 41.207094], [-8.633934, 41.20695], [-8.639325, 41.205339], [-8.644491, 41.203953], [-8.64909, 41.203188], [-8.651646, 41.205744], [-8.651853, 41.209947], [-8.653698, 41.214042], [-8.656893, 41.217768], [-8.660304, 41.221341], [-8.66376, 41.224986], [-8.667351, 41.228082], [-8.667315, 41.231601], [-8.667117, 41.234706], [-8.66799, 41.237532], [-8.669331, 41.238846], [-8.670483, 41.238405], [-8.670141, 41.237118], [-8.670024, 41.23656], [-8.670015, 41.236551], [-8.669925, 41.23656], [-8.669871, 41.236569], [-8.669844, 41.236533], [-8.669862, 41.236524], [-8.669889, 41.236551], [-8.669907, 41.236578], [-8.669898, 41.236578], [-8.669907, 41.236551], [-8.669889, 41.236533], [-8.669889, 41.236479], [-8.669835, 41.236488]]",41.236488,-8.669835,31,H. Magalhães Lemos,82
1.37e+18,A,63882.0,,20000440,1372664321,A,"[[-8.617329, 41.150808], [-8.617248, 41.150763], [-8.617239, 41.150754], [-8.617185, 41.150673], [-8.617104, 41.150718], [-8.617059, 41.150736], [-8.617068, 41.150682], [-8.617059, 41.150682], [-8.617041, 41.150691], [-8.617032, 41.150709], [-8.617041, 41.150682], [-8.61705, 41.150646], [-8.617032, 41.150637], [-8.617032, 41.150637], [-8.617005, 41.150385], [-8.616744, 41.149908], [-8.61651, 41.149422], [-8.616267, 41.148882], [-8.616069, 41.14854], [-8.615628, 41.148549], [-8.615007, 41.149233], [-8.614746, 41.150025], [-8.614728, 41.15097], [-8.614035, 41.151627], [-8.613819, 41.152383], [-8.613612, 41.153076], [-8.613486, 41.153148], [-8.613387, 41.153499], [-8.612217, 41.153661], [-8.611083, 41.153553], [-8.608653, 41.153517], [-8.606799, 41.153418], [-8.60661, 41.1534], [-8.606601, 41.153409], [-8.60661, 41.153418], [-8.606583, 41.153418], [-8.606304, 41.152509], [-8.606781, 41.152275], [-8.607195, 41.151168], [-8.606844, 41.150952], [-8.606916, 41.15025], [-8.607033, 41.150214], [-8.60706, 41.150232], [-8.607249, 41.149818], [-8.607537, 41.148693], [-8.60616, 41.148216], [-8.605314, 41.147838], [-8.604378, 41.147649], [-8.603874, 41.147289], [-8.603838, 41.146695], [-8.603856, 41.146677], [-8.603919, 41.146668], [-8.603829, 41.146578], [-8.604423, 41.146506], [-8.605755, 41.146857], [-8.606601, 41.147172], [-8.606502, 41.147748], [-8.60652, 41.147955], [-8.606448, 41.148], [-8.606448, 41.148027], [-8.606439, 41.148036]]",41.148036,-8.606439,27,D. João I,61
1.37e+18,B,,42.0,20000421,1372664761,A,"[[-8.611146, 41.172039], [-8.611155, 41.171589], [-8.610948, 41.170788], [-8.610039, 41.170203], [-8.608896, 41.169591], [-8.608824, 41.169519], [-8.608203, 41.169627], [-8.606898, 41.169933], [-8.605017, 41.169906], [-8.603829, 41.16996], [-8.603514, 41.169816], [-8.603451, 41.169402], [-8.603253, 41.168529], [-8.601939, 41.168412], [-8.601417, 41.168358]]",41.168358,-8.601417,58,Terço,15
1.37e+18,B,,54.0,20000286,1372665022,A,"[[-8.630163, 41.157405], [-8.629866, 41.157153], [-8.628813, 41.15709], [-8.627814, 41.155785], [-8.62713, 41.154984], [-8.626851, 41.154723], [-8.6265, 41.153418], [-8.626293, 41.153085], [-8.626356, 41.153022], [-8.626392, 41.153022], [-8.626302, 41.152698], [-8.625987, 41.151951], [-8.625861, 41.151474], [-8.62587, 41.151105], [-8.625663, 41.150772], [-8.625096, 41.149143], [-8.625033, 41.148963], [-8.624772, 41.148342], [-8.623368, 41.147721], [-8.622729, 41.147541], [-8.622225, 41.14764], [-8.622378, 41.147334], [-8.622513, 41.147235], [-8.622522, 41.147199], [-8.622504, 41.147226]]",41.147226,-8.622504,39,Maternidade,25
