level_0,Latitude,Longitude,PlaceID,PlaceName
1372659445620000076,41.137632,-8.617077,34,Infante
1372659472620000596,41.166432,-8.588619,24,Conde Ferreira
1372659474620000178,41.148783,-8.585712,15,Campanhã
1372659495620000258,41.237541,-8.670303,31,H. Magalhães Lemos
1372659527620000308,41.235651,-8.669736,31,H. Magalhães Lemos
1372659571620000651,41.182533,-8.604080999999999,33,H. São João
1372659665620000367,41.148783,-8.585658,15,Campanhã
1372659710620000179,41.137506,-8.619633,34,Infante
1372659724620000648,41.236542,-8.670105,31,H. Magalhães Lemos
1372659729620000038,41.167764,-8.595675,24,Conde Ferreira
1372659738620000152,41.237082,-8.670005999999999,31,H. Magalhães Lemos
1372659744620000269,41.122404,-8.609193,53,Ribeira
1372659774620000231,41.148783,-8.585631,15,Campanhã
1372659776620000015,41.183289,-8.602065,33,H. São João
1372659809620000188,41.162607,-8.635896,17,Carcereira
1372659928620000272,41.12946,-8.620083000000001,34,Infante
1372659933620000199,41.15916,-8.592372,2,Alameda
1372660002620000320,41.162967,-8.58888,56,Sá Carneiro
1372660017620000621,41.160096,-8.64063,59,Tenente Valadim
1372660022620000570,41.148369,-8.613855000000001,23,Clérigos
1372660075620000207,41.236893,-8.670050999999999,31,H. Magalhães Lemos
1372660088620000515,41.149881,-8.604999000000001,10,Bolhão
1372660161620000403,41.159394,-8.580051,26,Corujeira
1372660168620000403,41.130225,-8.605044,9,Batalha
1372660188620000247,41.148837,-8.585613,15,Campanhã
1372660217620000671,41.158053,-8.602694999999999,38,Marquês
1372660219620000663,41.237127,-8.67015,31,H. Magalhães Lemos
1372660227620000562,41.159349,-8.628732000000001,21,Casa da Musica
1372660240620000480,41.2371,-8.670167999999999,31,H. Magalhães Lemos
1372660264620000554,41.137614,-8.61615,34,Infante
1372660271620000344,41.156433,-8.629632,13,Brasília
1372660341620000496,41.236902,-8.670086999999999,31,H. Magalhães Lemos
1372660373620000184,41.161536,-8.667252000000001,37,Marechal
1372660381620000255,41.163678,-8.664425999999999,3,Aldoar
1372660406620000502,41.237478,-8.670186,31,H. Magalhães Lemos
1372660432620000400,41.155821,-8.671338,40,Mercado da Foz
1372660434620000128,41.204943,-8.687412,22,Castelo do Queijo
1372660572620000030,41.238261,-8.670438,31,H. Magalhães Lemos
1372660573620000520,41.18163300000001,-8.600508,33,H. São João
1372660585620000015,41.147667,-8.620101,18,Carregal
1372660598620000256,41.188572,-8.568458999999999,6,Areosa
1372660605620000359,41.132061,-8.629155,4,Alfândega
1372660608620000235,41.145363,-8.556471,8,Azevedo
1372660620620000114,41.237541,-8.670321000000001,31,H. Magalhães Lemos
1372660632620000662,41.234841,-8.638956,29,Francos
1372660634620000625,41.237037,-8.670159,31,H. Magalhães Lemos
1372660658620000129,41.252553000000006,-8.652239999999999,46,Pereira de Melo
1372660672620000196,41.147424,-8.621307,18,Carregal
1372660680620000311,41.147451,-8.616060000000001,25,Cordoaria
1372660764620000065,41.23746,-8.670276,31,H. Magalhães Lemos
1372660781620000517,41.135985,-8.608311,9,Batalha
1372660832620000077,41.200344,-8.660492999999999,31,H. Magalhães Lemos
1372660869620000460,41.162544,-8.609607,63,Santa Maria
1372660878620000180,41.127894,-8.615969999999999,34,Infante
1372660887620000595,41.156838,-8.620785,51,Ramada Alta
1372660899620000285,41.144454,-8.606052,9,Batalha
1372660924620000331,41.161563,-8.62803,21,Casa da Musica
1372660930620000571,41.120118,-8.605458,9,Batalha
1372660942620000060,41.19741,-8.696529,22,Castelo do Queijo
1372660955620000333,41.185701,-8.574164999999999,6,Areosa
1372660956620000446,41.163057,-8.608959,63,Santa Maria
1372660972620000678,41.164155,-8.637606,17,Carcereira
1372660990620000901,41.182866,-8.600489999999999,33,H. São João
1372661016620000435,41.160357,-8.609724,63,Santa Maria
1372661020620000058,41.17959000000001,-8.601939,49,Pólo Universitário
1372661112620000116,41.11898400000001,-8.621288999999999,4,Alfândega
1372661113620000330,41.148801,-8.586261,15,Campanhã
1372661123620000484,41.147847,-8.622954,39,Maternidade
1372661134620000233,41.160744,-8.606142,38,Marquês
1372661172620000409,41.14674,-8.611542,23,Clérigos
1372661177620000104,41.148882,-8.586441,15,Campanhã
1372661186620000138,41.168592,-8.636562,29,Francos
1372661191620000148,41.171715,-8.546975999999999,55,São Roque
1372661205620000675,41.077989,-8.613522,53,Ribeira
1372661209620000296,41.159214,-8.628687,13,Brasília
1372661219620000674,41.166045,-8.592471000000002,56,Sá Carneiro
1372661291620000131,41.155731,-8.637633000000001,12,Bom Sucesso
1372661321620000397,41.153319,-8.670672,40,Mercado da Foz
1372661353620000040,41.147595,-8.622144,18,Carregal
1372661440620000408,41.168025,-8.629749,50,Prelada
1372661443620000565,41.164722,-8.662122,37,Marechal
1372661480620000421,41.170797,-8.609786999999999,42,Nove de Abril
1372661494620000166,41.166594,-8.612982,11,Bom Pastor
1372661504620000470,41.172201,-8.646147000000001,48,Pinto de Azevedo
1372661557620000229,41.177646,-8.598429,49,Pólo Universitário
1372661617620000381,41.165991,-8.592363,56,Sá Carneiro
1372661636620000073,41.18267700000001,-8.604378,33,H. São João
1372661638620000161,41.172957,-8.68473,22,Castelo do Queijo
1372661674620000086,41.155191,-8.604981,19,Carvalheiras
1372661705620000539,41.147784,-8.62011,18,Carregal
1372661716620000195,41.164488,-8.590356,56,Sá Carneiro
1372661741620000120,41.208444,-8.688528,22,Castelo do Queijo
1372661798620000525,41.15453400000001,-8.631,12,Bom Sucesso
1372661830620000242,41.148,-8.622783,39,Maternidade
1372661871620000507,41.17267800000001,-8.612964,42,Nove de Abril
1372661899620000013,41.167053,-8.649576,35,Lago
1372661908620000398,41.173182,-8.684667,22,Castelo do Queijo
1372661911620000496,41.236578,-8.669205,31,H. Magalhães Lemos
1372661941620000021,41.180283,-8.68743,22,Castelo do Queijo
1372661942620000664,41.14719,-8.622387,18,Carregal
1372661946620000326,41.147235,-8.617824,25,Cordoaria
1372661951620000589,41.173506,-8.684694,22,Castelo do Queijo
1372661992620000039,41.174568,-8.617842,42,Nove de Abril
1372662016620000294,41.179581,-8.602731,49,Pólo Universitário
1372662023620000367,41.14179,-8.616537,34,Infante
1372662041620000607,41.153436,-8.598699,61,Vinte e Quatro de Agosto
1372662045620000049,41.155812,-8.629632,12,Bom Sucesso
1372662052620000560,41.158845,-8.569836,55,São Roque
1372662057620000620,41.145525,-8.610696,57,São Bento
1372662071620000662,41.155875,-8.620776,51,Ramada Alta
1372662074620000279,41.213691,-8.561997,6,Areosa
1372662088620000076,41.143302,-8.618094000000001,25,Cordoaria
1372662111620000267,41.237001,-8.670231,31,H. Magalhães Lemos
1372662117620000174,41.176647,-8.668925999999999,31,H. Magalhães Lemos
1372662148620000534,41.147892,-8.607753,27,D. João I
1372662153620000351,41.16888,-8.590365,24,Conde Ferreira
1372662193620000451,41.237127,-8.670204,31,H. Magalhães Lemos
1372662206620000068,41.161635,-8.611272,63,Santa Maria
1372662255620000529,41.17509,-8.649764999999999,46,Pereira de Melo
1372662261620000031,41.157603,-8.682155999999999,40,Mercado da Foz
1372662283620000349,41.148846,-8.585604,15,Campanhã
1372662315620000384,41.18175,-8.601272999999999,33,H. São João
1372662324620000128,41.13780300000001,-8.634609,4,Alfândega
1372662337620000042,41.237541,-8.670285,31,H. Magalhães Lemos
1372662383620000687,41.171301,-8.648487,48,Pinto de Azevedo
1372662385620000408,41.183154,-8.601435,33,H. São João
1372662392620000674,41.181768,-8.601246000000002,33,H. São João
1372662403620000001,41.162283,-8.607536999999999,58,Terço
1372662417620000901,41.148873,-8.58564,15,Campanhã
1372662421620000304,41.14593,-8.597457,61,Vinte e Quatro de Agosto
1372662439620000071,41.154012,-8.673983999999999,40,Mercado da Foz
1372662443620000341,41.146875,-8.620101,18,Carregal
1372662481620000038,41.162778,-8.611452,63,Santa Maria
1372662491620000137,41.152788,-8.637696,12,Bom Sucesso
1372662497620000152,41.154966,-8.617563,52,Républica
1372662508620000050,41.146371,-8.593136999999999,15,Campanhã
1372662532620000051,41.147145,-8.615223,25,Cordoaria
1372662562620000618,41.145561,-8.603000999999999,9,Batalha
1372662567620000570,41.15736,-8.62533,32,H. Militar
1372662598620000179,41.145921,-8.620713,4,Alfândega
1372662631620000621,41.14976400000001,-8.619696000000001,18,Carregal
1372662641620000120,41.196735,-8.684478,22,Castelo do Queijo
1372662642620000320,41.160024,-8.624303999999999,51,Ramada Alta
1372662728620000166,41.155947,-8.677296,40,Mercado da Foz
1372662742620000151,41.175639,-8.668071000000001,31,H. Magalhães Lemos
1372662769620000163,41.160357,-8.609841000000001,63,Santa Maria
1372662815620000089,41.157216,-8.624988,32,H. Militar
1372662823620000515,41.157405,-8.625312,32,H. Militar
1372662840620000005,41.21136,-8.689518,22,Castelo do Queijo
1372662840620000360,41.15717100000001,-8.666586,40,Mercado da Foz
1372662845620000361,41.148306,-8.613585,23,Clérigos
1372662916620000434,41.148882,-8.585604,15,Campanhã
1372662940620000057,41.182587,-8.599716,33,H. São João
1372662959620000499,41.16483,-8.622999,51,Ramada Alta
1372662979620000549,41.155758,-8.66367,37,Marechal
1372663060620000271,41.236659,-8.669961,31,H. Magalhães Lemos
1372663103620000239,41.236677,-8.669907,31,H. Magalhães Lemos
1372663110620000484,41.171283,-8.655417,47,Pereiró
1372663112620000060,41.19040800000001,-8.660259,31,H. Magalhães Lemos
1372663126620000254,41.176296,-8.668809,31,H. Magalhães Lemos
1372663152620000075,41.160879,-8.684649,41,Nevogilde
1372663164620000542,41.179635,-8.602074,49,Pólo Universitário
1372663167620000288,41.186556,-8.557992,6,Areosa
1372663170620000391,41.148972,-8.585792999999999,15,Campanhã
1372663182620000247,41.147154,-8.617599,25,Cordoaria
1372663193620000100,41.157774,-8.668961999999999,40,Mercado da Foz
1372663203620000131,41.147037,-8.617797,25,Cordoaria
1372663204620000577,41.145525,-8.602902,9,Batalha
1372663270620000503,41.195151,-8.643987,62,Viso
1372663271620000454,41.147694,-8.622144,18,Carregal
1372663272620000206,41.150313,-8.602253999999999,61,Vinte e Quatro de Agosto
1372663299620000617,41.148864,-8.584173,15,Campanhã
1372663304620000153,41.163669,-8.611065,63,Santa Maria
1372663310620000346,41.147325,-8.620586999999999,18,Carregal
1372663327620000230,41.141151,-8.634969,4,Alfândega
1372663355620000436,41.180751,-8.663480999999999,31,H. Magalhães Lemos
1372663356620000296,41.163417,-8.669241,41,Nevogilde
1372663356620000307,41.148621,-8.598717,61,Vinte e Quatro de Agosto
1372663362620000142,41.13045,-8.606502,9,Batalha
1372663364620000058,41.175639,-8.668089,31,H. Magalhães Lemos
1372663368620000653,41.14976400000001,-8.619633,18,Carregal
1372663377620000692,41.144481,-8.606114999999999,9,Batalha
1372663397620000331,41.178654,-8.619480000000001,1,Agra
1372663409620000640,41.146884,-8.590572,15,Campanhã
1372663424620000432,41.158278,-8.595180000000001,2,Alameda
1372663425620000429,41.148,-8.623638,39,Maternidade
1372663437620000496,41.238495,-8.67051,31,H. Magalhães Lemos
1372663462620000602,41.185503,-8.680059,31,H. Magalhães Lemos
1372663487620000268,41.17788,-8.66313,31,H. Magalhães Lemos
1372663500620000007,41.177934,-8.664021,31,H. Magalhães Lemos
1372663513620000051,41.145615,-8.610795,57,São Bento
1372663518620000286,41.149305,-8.621784,39,Maternidade
1372663519620000684,41.149827,-8.617742999999999,18,Carregal
1372663561620000514,41.182605,-8.604045,33,H. São João
1372663581620000257,41.152707,-8.636787,12,Bom Sucesso
1372663582620000468,41.181525,-8.663373,31,H. Magalhães Lemos
1372663588620000161,41.155416,-8.660411999999999,37,Marechal
1372663640620000319,41.144193,-8.605224,9,Batalha
1372663641620000222,41.188671,-8.568171000000001,6,Areosa
1372663674620000027,41.160924,-8.5968,56,Sá Carneiro
1372663677620000565,41.18476500000001,-8.684649,22,Castelo do Queijo
1372663703620000067,41.173515,-8.610372,42,Nove de Abril
1372663711620000099,41.152113,-8.609994,60,Trindade
1372663720620000126,41.164857,-8.600147999999999,58,Terço
1372663730620000073,41.16681,-8.652609,35,Lago
1372663750620000623,41.179068,-8.600976,49,Pólo Universitário
1372663780620000178,41.173461,-8.684964,22,Castelo do Queijo
1372663787620000021,41.145408,-8.610705000000001,57,São Bento
1372663789620000247,41.150772,-8.622999,39,Maternidade
1372663792620000476,41.159223,-8.600319,38,Marquês
1372663807620000649,41.163966,-8.632827,17,Carcereira
1372663830620000190,41.147172,-8.62038,18,Carregal
1372663833620000215,41.182758,-8.603973,33,H. São João
1372663871620000085,41.137047,-8.581095,15,Campanhã
1372663874620000046,41.162004,-8.647983,35,Lago
1372663906620000344,41.185647,-8.645895,62,Viso
1372663907620000015,41.134815,-8.538651,8,Azevedo
1372663910620000359,41.147739,-8.633961,44,Palácio
1372663921620000470,41.178753,-8.623854,16,Campismo
1372663983620000539,41.02956,-8.553546,8,Azevedo
1372664004620000325,41.157144,-8.666675999999999,40,Mercado da Foz
1372664006620000662,41.187402,-8.499132000000001,6,Areosa
1372664039620000621,41.147685,-8.622207000000001,18,Carregal
1372664045620000045,41.189724,-8.632817999999999,16,Campismo
1372664072620000114,41.179941,-8.681724,22,Castelo do Queijo
1372664083620000188,41.148522,-8.662635,45,Passeio Alegre
1372664111620000026,41.169375,-8.589789,24,Conde Ferreira
1372664122620000472,41.146299,-8.617626,25,Cordoaria
1372664139620000372,41.146074,-8.610795,57,São Bento
1372664146620000682,41.158395,-8.576226,26,Corujeira
1372664156620000324,41.176791,-8.689131,22,Castelo do Queijo
1372664196620000285,41.147568,-8.620146,18,Carregal
1372664199620000360,41.148855,-8.672751,45,Passeio Alegre
1372664207620000010,41.170014,-8.546967,55,São Roque
1372664210620000192,41.150988,-8.632908,30,Galiza
1372664221620000077,41.150826,-8.620704,39,Maternidade
1372664236620000570,41.161338,-8.609337,63,Santa Maria
1372664244620000320,41.236164,-8.669817,31,H. Magalhães Lemos
1372664246620000377,41.179851,-8.681661,22,Castelo do Queijo
1372664255620000540,41.173299,-8.687754,22,Castelo do Queijo
1372664268620000517,41.147154,-8.622414,18,Carregal
1372664269620000534,41.237613,-8.670266999999999,31,H. Magalhães Lemos
1372664272620000329,41.161185,-8.604792,58,Terço
1372664312620000499,41.156262,-8.670258,40,Mercado da Foz
1372664321620000440,41.148036,-8.606439,27,D. João I
1372664324620000633,41.157342,-8.625276,32,H. Militar
1372664351620000454,41.150727,-8.586126,15,Campanhã
1372664352620000648,41.147901,-8.619102,18,Carregal
1372664372620000113,41.218038,-8.614089,5,Amial
1372664390620000051,41.15727,-8.625735,32,H. Militar
1372664401620000443,41.152455,-8.607321,10,Bolhão
1372664417620000180,41.152266,-8.618769,18,Carregal
1372664419620000403,41.147163,-8.617788000000001,25,Cordoaria
1372664463620000018,41.140809,-8.613116999999999,53,Ribeira
1372664473620000409,41.148783,-8.625888,44,Palácio
1372664485620000400,41.179644,-8.602029,49,Pólo Universitário
1372664492620000410,41.142312,-8.639307,43,Ouro
1372664494620000605,41.142348,-8.639451,43,Ouro
1372664498620000144,41.147649,-8.62011,18,Carregal
1372664499620000562,41.158368,-8.630253,54,Rotunda
1372664500620000546,41.162679,-8.627409,21,Casa da Musica
1372664514620000651,41.320206,-8.473365,6,Areosa
1372664532620000669,41.164317,-8.611074,11,Bom Pastor
1372664533620000607,41.16940200000001,-8.612784,11,Bom Pastor
1372664539620000256,41.221089,-8.614332000000001,5,Amial
1372664544620000596,41.029056,-8.642547,43,Ouro
1372664547620000083,41.237595,-8.670132,31,H. Magalhães Lemos
1372664579620000524,41.146173,-8.611443,57,São Bento
1372664591620000049,41.170005,-8.657235,47,Pereiró
1372664591620000251,41.148774,-8.585658,15,Campanhã
1372664607620000626,41.169672,-8.638848,29,Francos
1372664630620000076,41.149899,-8.613918,14,Câmara
1372664642620000272,41.147208,-8.618058,25,Cordoaria
1372664648620000517,41.139702,-8.560872,8,Azevedo
1372664650620000024,41.16969,-8.630766,50,Prelada
1372664650620000435,41.16087,-8.628975,21,Casa da Musica
1372664673620000189,41.17131,-8.628444,50,Prelada
1372664679620000186,41.162382,-8.615511,51,Ramada Alta
1372664689620000006,41.15267100000001,-8.631350999999999,12,Bom Sucesso
1372664702620000012,41.152563,-8.633303999999999,12,Bom Sucesso
1372664712620000579,41.144373,-8.605881,9,Batalha
1372664727620000604,41.18058900000001,-8.662797,31,H. Magalhães Lemos
1372664734620000198,41.179581,-8.601894,49,Pólo Universitário
1372664756620000455,41.148828,-8.585658,15,Campanhã
1372664761620000421,41.16835800000001,-8.601417,58,Terço
1372664787620000397,41.151015,-8.619867,18,Carregal
1372664815620000086,41.23656,-8.66997,31,H. Magalhães Lemos
1372664817620000197,41.1669,-8.626914,20,Carvalhido
1372664843620000156,41.173785,-8.688861,22,Castelo do Queijo
1372664861620000195,41.190939,-8.510966999999999,6,Areosa
1372664866620000901,41.259285,-8.642268,62,Viso
1372664868620000074,41.159484,-8.665938,37,Marechal
1372664875620000144,41.165352,-8.643402,7,Av. Boavista
1372664876620000100,41.146083,-8.597655,61,Vinte e Quatro de Agosto
1372664885620000101,41.152572,-8.633475,12,Bom Sucesso
1372664892620000009,41.150655,-8.586117,15,Campanhã
1372664892620000663,41.154219,-8.648522999999999,36,Lordelo
1372664906620000105,41.154822,-8.649027,36,Lordelo
1372664922620000289,41.161194,-8.582049000000001,26,Corujeira
1372664939620000576,41.237478,-8.669871,31,H. Magalhães Lemos
1372664951620000554,41.158557,-8.639658,59,Tenente Valadim
1372664966620000304,41.14702800000001,-8.615151,25,Cordoaria
1372664983620000495,41.148774,-8.585631,15,Campanhã
1372665008620000333,41.216931,-8.553672,6,Areosa
1372665016620000281,41.15736,-8.62533,32,H. Militar
1372665022620000286,41.147226,-8.622504,39,Maternidade
1372665024620000167,41.160897,-8.65548,37,Marechal
1372665032620000004,41.148819,-8.585649,15,Campanhã
1372665032620000541,41.23962,-8.697141,22,Castelo do Queijo
1372665033620000381,41.148747,-8.614089,14,Câmara
1372665035620000386,41.185881,-8.678303999999999,31,H. Magalhães Lemos
1372665044620000233,41.15799000000001,-8.663355000000001,37,Marechal
1372665045620000068,41.16285,-8.656775999999999,37,Marechal
1372665061620000050,41.17779,-8.652834,46,Pereira de Melo
1372665068620000247,41.159727,-8.592651,56,Sá Carneiro
1372665080620000345,41.237712,-8.670312,31,H. Magalhães Lemos
1372665081620000671,41.153886,-8.596026,2,Alameda
1372665082620000039,41.150421,-8.607465,10,Bolhão
1372665088620000186,41.17954500000001,-8.601588000000001,49,Pólo Universitário
1372665108620000687,41.155794,-8.666333999999999,40,Mercado da Foz
1372665121620000235,41.148648,-8.612127000000001,14,Câmara
1372665121620000308,41.149908,-8.603406,61,Vinte e Quatro de Agosto
1372665128620000104,41.171508,-8.62857,50,Prelada
1372665128620000337,41.12957700000001,-8.620119,34,Infante
1372665131620000376,41.147595,-8.620299000000001,18,Carregal
1372665148620000199,41.147136,-8.622288000000001,4,Alfândega
1372665154620000460,41.184189,-8.607177,5,Amial
1372665164620000502,41.168484,-8.688636,22,Castelo do Queijo
1372665170620000446,41.155776,-8.568909,8,Azevedo
1372665180620000174,41.157351,-8.628129,13,Brasília
1372665204620000618,41.164155,-8.623197,51,Ramada Alta
1372665208620000328,41.25682800000001,-8.640027,62,Viso
1372665210620000515,41.162733,-8.592597,56,Sá Carneiro
1372665212620000434,41.175189,-8.649756,46,Pereira de Melo
1372665226620000255,41.160348,-8.644347,7,Av. Boavista
1372665253620000588,41.1525,-8.599851,61,Vinte e Quatro de Agosto
1372665259620000680,41.140962,-8.614683,53,Ribeira
1372665271620000565,41.162274,-8.613513000000001,11,Bom Pastor
1372665277620000065,41.156982,-8.666559,40,Mercado da Foz
1372665280620000674,41.157378,-8.625906,32,H. Militar
1372665287620000341,41.157207,-8.612748,52,Républica
1372665292620000257,41.152581,-8.631441,12,Bom Sucesso
1372665320620000107,41.17494600000001,-8.603819999999999,49,Pólo Universitário
1372665321620000192,41.163327,-8.668413000000001,41,Nevogilde
1372665331620000473,41.148063,-8.609238000000001,27,D. João I
1372665343620000226,41.152491,-8.627553,30,Galiza
1372665349620000370,41.177646,-8.573597999999999,6,Areosa
1372665366620000268,41.176719,-8.625249,16,Campismo
1372665383620000577,41.182803,-8.603892,33,H. São João
1372665391620000111,41.179176,-8.573715,6,Areosa
1372665404620000184,41.146677,-8.622846000000001,4,Alfândega
1372665422620000252,41.182848,-8.600427,33,H. São João
1372665422620000598,41.143185,-8.609175,57,São Bento
1372665431620000344,41.155515,-8.64837,36,Lordelo
1372665433620000242,41.184387,-8.526771,6,Areosa
1372665435620000159,41.18026500000001,-8.605080000000001,49,Pólo Universitário
1372665436620000458,41.165928,-8.592561,56,Sá Carneiro
1372665462620000507,41.148675,-8.620550999999999,18,Carregal
1372665476620000004,41.180454,-8.582202,6,Areosa
1372665476620000601,41.19145200000001,-8.611587,5,Amial
1372665485620000617,41.156514,-8.629569,13,Brasília
1372665493620000089,41.147226,-8.620371,18,Carregal
1372665502620000678,41.156289,-8.62074,51,Ramada Alta
1372665506620000367,41.136948,-8.617077,34,Infante
1372665524620000542,41.185692,-8.6526,46,Pereira de Melo
1372665547620000516,41.186187,-8.566857,6,Areosa
1372665555620000664,41.169483,-8.571474,55,São Roque
1372665577620000027,41.154984000000006,-8.677539,40,Mercado da Foz
1372665577620000093,41.151474,-8.607222,10,Bolhão
1372665580620000179,41.143041,-8.614746,53,Ribeira
1372665582620000267,41.171166,-8.644860000000001,48,Pinto de Azevedo
1372665592620000319,41.148855,-8.585792999999999,15,Campanhã
1372665600620000406,41.180616,-8.581932,6,Areosa
1372665614620000009,41.161014,-8.600301,38,Marquês
1372665614620000380,41.164587,-8.631917999999999,17,Carcereira
1372665664620000686,41.155155,-8.612406,52,Républica
1372665674620000021,41.187879,-8.667648,31,H. Magalhães Lemos
1372665698620000131,41.027121,-8.642600999999999,43,Ouro
1372665708620000118,41.15115,-8.632062,30,Galiza
1372665735620000251,41.16528,-8.588826,24,Conde Ferreira
1372665742620000352,41.159142,-8.628803999999999,13,Brasília
1372665768620000038,41.149152,-8.609715,27,D. João I
1372665781620000153,41.179599,-8.598708,49,Pólo Universitário
1372665786620000578,41.181363,-8.650746,46,Pereira de Melo
1372665804620000688,41.148207,-8.613261,23,Clérigos
1372665808620000623,41.126742,-8.624862,4,Alfândega
1372665814620000436,41.161572,-8.628048,21,Casa da Musica
1372665841620000671,41.162526,-8.649756,35,Lago
1372665861620000163,41.16429,-8.590545,56,Sá Carneiro
1372665872620000229,41.145957,-8.617509,25,Cordoaria
1372665899620000363,41.145129,-8.617374,25,Cordoaria
1372665913620000280,41.18139,-8.663346,31,H. Magalhães Lemos
1372665929620000682,41.188428,-8.568639,6,Areosa
1372665966620000361,41.236425,-8.669943,31,H. Magalhães Lemos
1372665992620000503,41.15267100000001,-8.61813,18,Carregal
1372665998620000022,41.237388,-8.670339,31,H. Magalhães Lemos
1372666007620000196,41.152887,-8.637489,12,Bom Sucesso
1372666008620000285,41.158485,-8.639613,59,Tenente Valadim
1372666020620000138,41.147559,-8.613315,23,Clérigos
1372666025620000495,41.159493,-8.628813000000001,21,Casa da Musica
1372666070620000151,41.163489,-8.639838000000001,59,Tenente Valadim
1372666080620000207,41.152464,-8.627571000000001,30,Galiza
1372666084620000409,41.147451,-8.622342,18,Carregal
1372666091620000349,41.15277,-8.637102,12,Bom Sucesso
1372666091620000514,41.237199,-8.669898,31,H. Magalhães Lemos
1372666107620000387,41.149827,-8.619606,18,Carregal
1372666109620000508,41.14755,-8.621748,18,Carregal
1372666113620000684,41.180391,-8.58177,6,Areosa
1372666118620000051,41.147226,-8.62245,18,Carregal
1372666132620000525,41.163201,-8.663337,37,Marechal
1372666136620000648,41.139495,-8.567514,8,Azevedo
1372666147620000045,41.149872,-8.611011,14,Câmara
1372666150620000180,41.148855,-8.625789,44,Palácio
1372666157620000245,41.179383,-8.589222,6,Areosa
1372666199620000272,41.155092,-8.612712,52,Républica
1372666207620000633,41.177763,-8.598384,49,Pólo Universitário
1372666217620000269,41.11284600000001,-8.630532,4,Alfândega
1372666247620000048,41.165109,-8.619093,51,Ramada Alta
1372666248620000640,41.148891,-8.58564,15,Campanhã
1372666255620000307,41.184549,-8.631666000000001,16,Campismo
1372666258620000049,41.236821,-8.67015,31,H. Magalhães Lemos
1372666263620000467,41.167125,-8.668008,3,Aldoar
1372666264620000258,41.157126,-8.611101,52,Républica
1372666301620000142,41.175693,-8.668242,31,H. Magalhães Lemos
1372666304620000136,41.1489,-8.666757,45,Passeio Alegre
1372666306620000014,41.167368,-8.593605,24,Conde Ferreira
1372666325620000535,41.164596,-8.631603,17,Carcereira
1372666325620000621,41.152635,-8.636643,12,Bom Sucesso
1372666326620000680,41.164506,-8.632287,17,Carcereira
1372666327620000120,41.147217,-8.598510000000001,61,Vinte e Quatro de Agosto
1372666349620000303,41.142312,-8.61759,34,Infante
1372666360620000261,41.14323,-8.610273,57,São Bento
1372666362620000338,41.140287,-8.636139,4,Alfândega
1372666367620000137,41.164695,-8.650367999999999,35,Lago
1372666374620000116,41.148882,-8.58564,15,Campanhã
1372666377620000001,41.160708,-8.60427,38,Marquês
1372666413620000454,41.145228,-8.601174,61,Vinte e Quatro de Agosto
1372666423620000625,41.166972,-8.626635,20,Carvalhido
1372666428620000254,41.146704,-8.609571,27,D. João I
1372666450620000384,41.162085,-8.620857,51,Ramada Alta
1372666456620000381,41.16123,-8.611704,63,Santa Maria
1372666463620000453,41.165343,-8.572023,55,São Roque
1372666484620000560,41.152995,-8.545311,8,Azevedo
1372666492620000377,41.187006,-8.654634,47,Pereiró
1372666493620000626,41.259006,-8.717652000000001,22,Castelo do Queijo
1372666502620000294,41.162166,-8.649863999999999,35,Lago
1372666507620000073,41.162724,-8.62767,21,Casa da Musica
1372666523620000431,41.147784,-8.586477,15,Campanhã
1372666537620000692,41.170968,-8.670492,3,Aldoar
1372666538620000492,41.161338,-8.604,58,Terço
1372666546620000047,41.172516,-8.641511999999999,29,Francos
1372666556620000518,41.123169,-8.607258,9,Batalha
1372666575620000030,41.178474,-8.580357000000001,6,Areosa
1372666591620000579,41.157963,-8.666037,37,Marechal
1372666613620000693,41.155119,-8.630532,12,Bom Sucesso
1372666624620000451,41.164146,-8.622603,51,Ramada Alta
1372666634620000391,41.105664,-8.591148,15,Campanhã
1372666637620000398,41.154255,-8.648568,36,Lordelo
1372666643620000470,41.152284,-8.617941,18,Carregal
1372666645620000249,41.17690800000001,-8.685350999999999,22,Castelo do Queijo
1372666650620000632,41.14170900000001,-8.619066,34,Infante
1372666656620000481,41.145174,-8.621559,4,Alfândega
1372666658620000440,41.149044,-8.586981,15,Campanhã
1372666681620000421,41.153022,-8.638191,12,Bom Sucesso
1372666682620000286,41.15133,-8.615466,60,Trindade
1372666683620000271,41.161239,-8.609724,63,Santa Maria
1372666709620000158,41.239584,-8.668773,31,H. Magalhães Lemos
1372666718620000089,41.159016,-8.611803,63,Santa Maria
1372666721620000057,41.15709,-8.666478,40,Mercado da Foz
1372666748620000675,41.162337,-8.615385,51,Ramada Alta
1372666762620000562,41.147325,-8.617041,25,Cordoaria
1372666772620000472,41.150907,-8.633691,30,Galiza
1372666777620000128,41.157918,-8.680131,41,Nevogilde
1372666810620000190,41.159142,-8.628786,13,Brasília
1372666817620000178,41.178888,-8.637561,29,Francos
1372666820620000446,41.164893,-8.583192,28,Dragão
1372666824620000588,41.170059,-8.643897,48,Pinto de Azevedo
1372666843620000578,41.16177,-8.632188000000001,17,Carcereira
1372666857620000363,41.160393,-8.60985,63,Santa Maria
1372666862620000446,41.148333,-8.584308,15,Campanhã
1372666864620000123,41.187213,-8.590824000000001,33,H. São João
1372666869620000331,41.179608,-8.589042,6,Areosa
1372666885620000497,41.148117,-8.608319999999999,27,D. João I
